"Company","URL","Valuation ($B)","Date Joined","Country","City","Industry","Selected Investors"
"Mensa Brands","https://www.cbinsights.com/company/mensa-brands","$1","11/16/2021","India","Bengaluru","Consumer & Retail","Accel, Falcon Edge Capital, Norwest Venture Partners"
"Heyday","https://www.cbinsights.com/company/heyday-1","$1","11/16/2021","United States","Chicago","Consumer & Retail","Khosla Ventures,General Catalyst, Victory Park Capital"
"PLACE","https://www.cbinsights.com/company/place","$1","11/17/2021","United States","Bellingham","Financial Services","Goldman Sachs Asset Management, 3L"
"Stytch","https://www.cbinsights.com/company/stytch","$1","11/18/2021","United States","San Francisco","Enterprise Tech","Index Ventures, Benchmark, Thrive Capital"
"Owkin","https://www.cbinsights.com/company/owkin","$1","11/18/2021","United States","New York","Healthcare & Life Sciences","Google Ventures, Cathay Innovation, NJF Capital"
"Expel","https://www.cbinsights.com/company/expel","$1","11/18/2021","United States","Herndon","Enterprise Tech","Paladin Capital Group, Greycroft, Scale Venture Partners"
"NoBroker","https://www.cbinsights.com/company/nobroker","$1","11/23/2021","India","Bengaluru","Financial Services","General Atlantic, Elevation Capital, BEENEXT"
"Lessen","https://www.cbinsights.com/company/lessen","$1","11/30/2021","United States","Scottsdale","Financial Services","Khosla Ventures, General Catalyst, Navitas Capital"
"Clara","https://www.cbinsights.com/company/clara-2","$1","12/6/2021","Mexico","Mexico City","Financial Services","DST Global, General Catalyst, Monashees+"
"YipitData","https://www.cbinsights.com/company/yipit","$1","12/6/2021","United States","New York","Enterprise Tech","RRE Ventures+, Highland Capital Partners, The Carlyle Group"
"Anyscale","https://www.cbinsights.com/company/anyscale","$1","12/7/2021","United States","Berkeley","Enterprise Tech","Andreessen Horowitz, Intel Capital, Foundation Capital"
"Iodine Software","https://www.cbinsights.com/company/iodine-software","$1","12/1/2021","United States","Austin","Healthcare & Life Sciences","Advent International, Bain Capital Ventures, Silversmith Capital Partners"
"ReliaQuest","https://www.cbinsights.com/company/reliaquest","$1","12/1/2021","United States","Tampa","Enterprise Tech","KKR, FTV Capital, Ten Eleven Ventures"
"Pet Circle","https://www.cbinsights.com/company/paws-for-life","$1","12/6/2021","Australia","Alexandria","Consumer & Retail","Prysm Capital, Baillie Gifford & Co., TDM Growth Partners"
"Nature's Fynd","https://www.cbinsights.com/company/sustainable-bioproducts","$1","7/19/2021","United States","Chicago","Consumer & Retail","Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures"
"Lydia","https://www.cbinsights.com/company/lydia","$1","12/8/2021","France","Paris","Financial Services","NewAlpha, XAnge Private Equity, Tencent Holdings"
"SellerX","https://www.cbinsights.com/company/sellerx","$1","12/9/2021","Germany","Berlin","Consumer & Retail","Cherry Ventures, Felix Capital, 83North"
"SnapLogic","https://www.cbinsights.com/company/snaplogic","$1","12/13/2021","United States","San Mateo","Enterprise Tech","Andreessen Horowitz, Triangle Peak Partners, Ignition Partners"
"Cadence","https://www.cbinsights.com/company/cadence-4","$1","12/14/2021","United States","New York","Healthcare & Life Sciences","Thrive Capital, General Catalyst, Coatue Management"
"Rothy's","https://www.cbinsights.com/company/rothys","$1","12/21/2021","United States","San Francisco","Consumer & Retail","Alpargatas, GS Growth, Lightspeed Venture Partners"
"VOI","https://www.cbinsights.com/company/voi-technology","$1","12/21/2021","Sweden","Stockholm","Industrials","Vostok New Ventures, The Raine Group, Balderton Capital"
"Haomo.AI","https://www.cbinsights.com/company/maomo-zhixing","$1","12/22/2021","China","Beijing","Industrials","Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management"
"Kopi Kenangan","https://www.cbinsights.com/company/kopi-kenangan","$1","12/27/2021","Indonesia","Jakarta","Consumer & Retail","Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures"
"InFarm","https://www.cbinsights.com/company/infarm","$1","12/16/2021","Germany","Berlin","Industrials","Atomico, Hanaco Venture Capital, TriplePoint Capital"
"ONE","https://www.cbinsights.com/company/one-championship","$1","12/8/2021","Singapore","","Media & Entertainment","Temasek, Guggenheim Investments, Qatar Investment Authority"
"Fractal Analytics","https://www.cbinsights.com/company/fractal-analytics","$1","1/5/2022","India","Mumbai","Enterprise Tech","TPG Capital, Apax Partners, TA Associates"
"Assent","https://www.cbinsights.com/company/assent-compliance-inc","$1","1/6/2022","Canada","Ottawa","Industrials","Vista Equity Partners, Warburg Pincus, First Ascent Ventures"
"Placer.ai","https://www.cbinsights.com/company/placerai","$1","1/12/2022","United States","Los Altos","Consumer & Retail","Fifth Wall Ventures, JBV Capital, Array Ventures"
"Pentera","https://www.cbinsights.com/company/pcysys","$1","1/11/2022","Israel","Petah Tikva","Enterprise Tech","AWZ Ventures, Blackstone, Insight Partners"
"Darwinbox","https://www.cbinsights.com/company/darwinbox","$1","1/25/2022","India","Hyderabad","Enterprise Tech","Lightspeed India Partners, Sequoia Capital India, Endiya Partners"
"Minio","https://www.cbinsights.com/company/minio","$1","1/26/2022","United States","Palo Alto","Enterprise Tech","General Catalyst, Nexus Venture Partners, Dell Technologies Capital"
"Esusu","https://www.cbinsights.com/company/esusu","$1","1/27/2022","United States","New York","Financial Services","Next Play Ventures, Zeal Capital Partners, SoftBank Group"
"Betterfly","https://www.cbinsights.com/company/burn-to-give","$1","2/1/2022","Chile","Santiago","Enterprise Tech","QED Investors, DST Global, Endeavor"
"Dune Analytics","https://www.cbinsights.com/company/dune-analytics","$1","2/2/2022","Norway","Oslo","Enterprise Tech","Multicoin Capital, Coatue Management, Dragonfly Capital Partners"
"Scandit","https://www.cbinsights.com/company/scandit","$1","2/9/2022","Switzerland","Zurich","Enterprise Tech","Atomico, NGP Capital, Google Ventures"
"Payhawk","https://www.cbinsights.com/company/payhawk","$1","2/14/2022","United Kingdom","London","Enterprise Tech","Earlybird Venture Capital, Eleven Ventures, QED Investors"
"Watershed","https://www.cbinsights.com/company/watershed","$1","2/8/2022","United States","San Francisco","Enterprise Tech","Kleiner Perkins Caufield & Byers, Sequoia Capital"
"Axelar","https://www.cbinsights.com/company/axelar-1","$1","2/15/2022","Canada","Waterloo","Enterprise Tech","Lemniscap VC, North Island Ventures, Polychain Capital"
"CHEQ","https://www.cbinsights.com/company/cheq","$1","2/22/2022","United States","New York","Enterprise Tech","Battery Ventures, Tiger Global Management, Hanaco Ventures"
"Hasura","https://www.cbinsights.com/company/hasura","$1","2/22/2022","India","Bengaluru","Enterprise Tech","Nexus Venture Partners, Vertex Ventures, STRIVE"
"Timescale","https://www.cbinsights.com/company/440-labs","$1","2/22/2022","United States","New York","Enterprise Tech","New Enterprise Associates, Benchmark, Two Sigma Ventures"
"Scalapay","https://www.cbinsights.com/company/scalapay","$1","2/23/2022","Italy","Milan","Financial Services","Fasanara Capital, Tiger Global Management, Baleen Capital"
"Omada Health","https://www.cbinsights.com/company/omada-health","$1","2/23/2022","United States","San Francisco","Healthcare & Life Sciences","U.S. Venture Partners, dRx Capital, Andreessen Horowitz"
"BlueVoyant","https://www.cbinsights.com/company/bluevoyant","$1","2/23/2022","United States","New York","Enterprise Tech","8VC, Liberty Strategic Capital, Eden Global Partners"
"Vendr","https://www.cbinsights.com/company/vendr","$1","2/24/2022","United States","Boston","Enterprise Tech","Craft Ventures, F-Prime Capital, Sound Ventures"
"Gauntlet Networks","https://www.cbinsights.com/company/gauntlet-networks","$1","3/7/2022","United States","New York","Financial Services","Polychain Capital, Paradigm, Ribbit Capital"
"Aptos","https://www.cbinsights.com/company/aptos","$1","3/15/2022","United States","Palo Alto","Enterprise Tech","Andreessen Horowitz, Coinbase Ventures, Tiger Global Management"
"Glia","https://www.cbinsights.com/company/salemove","$1","3/21/2022","United States","New York","Enterprise Tech","Wildcat Capital Management, Insight Partners, Tola Capital"
"CommerceIQ","https://www.cbinsights.com/company/boomerang-commerce-inc","$1","3/21/2022","United States","Palo Alto","Consumer & Retail","Trinity Ventures, Madrona Venture Group, Shasta Ventures"
"RapidAPI","https://www.cbinsights.com/company/rapidapi","$1","3/23/2022","United States","San Francisco","Enterprise Tech","Green Bay Ventures, M12, Andreessen Horowitz"
"Tarana Wireless","https://www.cbinsights.com/company/tarana-wireless","$1","3/23/2022","United States","Milpitas","Industrials","Prime Movers Lab, Khosla Ventures, I Squared Capital"
"FLASH","https://www.cbinsights.com/company/flashparking","$1","3/16/2022","United States","Austin","Industrials","L Catterton, Trellis Partners, Vista Equity Partners"
